24  24  24  24  24  
42  42  42  42  42  
48  48  48  48  48  
76  76  76  76  76  
39  39  39  39  39  
21  21  21  21  21  
24  24  24  24  24  
53  53  53  53  53  
92  92  92  92  92  
86  86  86  86  86  
40  40  40  40  40  
22  22  22  22  22  
97  97  97  97  97  
83  83  83  83  83  
90  90  90  90  90  
35  35  35  35  35  
43  43  43  43  43  
23  23  23  23  23  
0  0  0  0  0  
29  29  29  29  29  
78  78  78  78  78  
21  21  21  21  21  
70  70  70  70  70  
24  24  24  24  24  
28  28  28  28  28  
37  37  37  37  37  
61  61  61  61  61  
46  46  46  46  46  
67  67  67  67  67  
25  25  25  25  25  
86  86  86  86  86  
71  71  71  71  71  
51  51  51  51  51  
44  44  44  44  44  
49  49  49  49  49  
26  26  26  26  26  
60  60  60  60  60  
56  56  56  56  56  
49  49  49  49  49  
50  50  50  50  50  
91  91  91  91  91  
27  27  27  27  27  
6  6  6  6  6  
19  19  19  19  19  
23  23  23  23  23  
51  51  51  51  51  
53  53  53  53  53  
28  28  28  28  28  
15  15  15  15  15  
83  83  83  83  83  
1  1  1  1  1  
48  48  48  48  48  
65  65  65  65  65  
29  29  29  29  29  
44  44  44  44  44  
77  77  77  77  77  
90  90  90  90  90  
66  66  66  66  66  
18  18  18  18  18  
30  30  30  30  30  
16  16  16  16  16  
34  34  34  34  34  
75  75  75  75  75  
31  31  31  31  31  
35  35  35  35  35  
31  31  31  31  31  
99  99  99  99  99  
46  46  46  46  46  
18  18  18  18  18  
75  75  75  75  75  
15  15  15  15  15  
32  32  32  32  32  
40  40  40  40  40  
8  8  8  8  8  
50  50  50  50  50  
92  92  92  92  92  
23  23  23  23  23  
33  33  33  33  33  
9  9  9  9  9  
79  79  79  79  79  
67  67  67  67  67  
31  31  31  31  31  
39  39  39  39  39  
34  34  34  34  34  
95  95  95  95  95  
37  37  37  37  37  
93  93  93  93  93  
11  11  11  11  11  
13  13  13  13  13  
35  35  35  35  35  
15  15  15  15  15  
14  14  14  14  14  
1  1  1  1  1  
65  65  65  65  65  
67  67  67  67  67  
36  36  36  36  36  
73  73  73  73  73  
16  16  16  16  16  
84  84  84  84  84  
4  4  4  4  4  
41  41  41  41  41  
37  37  37  37  37  
91  91  91  91  91  
30  30  30  30  30  
72  72  72  72  72  
35  35  35  35  35  
49  49  49  49  49  
38  38  38  38  38  
41  41  41  41  41  
28  28  28  28  28  
85  85  85  85  85  
64  64  64  64  64  
0  0  0  0  0  
39  39  39  39  39  
53  53  53  53  53  
84  84  84  84  84  
57  57  57  57  57  
88  88  88  88  88  
99  99  99  99  99  
40  40  40  40  40  
86  86  86  86  86  
50  50  50  50  50  
80  80  80  80  80  
29  29  29  29  29  
93  93  93  93  93  
41  41  41  41  41  
1  1  1  1  1  
72  72  72  72  72  
78  78  78  78  78  
35  35  35  35  35  
90  90  90  90  90  
42  42  42  42  42  
39  39  39  39  39  
36  36  36  36  36  
72  72  72  72  72  
56  56  56  56  56  
71  71  71  71  71  
43  43  43  43  43  
73  73  73  73  73  
26  26  26  26  26  
40  40  40  40  40  
14  14  14  14  14  
57  57  57  57  57  
44  44  44  44  44  
37  37  37  37  37  
62  62  62  62  62  
5  5  5  5  5  
3  3  3  3  3  
34  34  34  34  34  
45  45  45  45  45  
99  99  99  99  99  
77  77  77  77  77  
57  57  57  57  57  
71  71  71  71  71  
24  24  24  24  24  
46  46  46  46  46  
30  30  30  30  30  
36  36  36  36  36  
92  92  92  92  92  
27  27  27  27  27  
62  62  62  62  62  
47  47  47  47  47  
19  19  19  19  19  
28  28  28  28  28  
41  41  41  41  41  
60  60  60  60  60  
65  65  65  65  65  
48  48  48  48  48  
27  27  27  27  27  
78  78  78  78  78  
30  30  30  30  30  
11  11  11  11  11  
93  93  93  93  93  
49  49  49  49  49  
80  80  80  80  80  
43  43  43  43  43  
74  74  74  74  74  
25  25  25  25  25  
32  32  32  32  32  
50  50  50  50  50  
3  3  3  3  3  
53  53  53  53  53  
86  86  86  86  86  
89  89  89  89  89  
23  23  23  23  23  
51  51  51  51  51  
36  36  36  36  36  
14  14  14  14  14  
13  13  13  13  13  
81  81  81  81  81  
82  82  82  82  82  
52  52  52  52  52  
97  97  97  97  97  
96  96  96  96  96  
72  72  72  72  72  
53  53  53  53  53  
56  56  56  56  56  
53  53  53  53  53  
71  71  71  71  71  
91  91  91  91  91  
49  49  49  49  49  
73  73  73  73  73  
19  19  19  19  19  
54  54  54  54  54  
98  98  98  98  98  
93  93  93  93  93  
75  75  75  75  75  
1  1  1  1  1  
2  2  2  2  2  
55  55  55  55  55  
37  37  37  37  37  
14  14  14  14  14  
27  27  27  27  27  
54  54  54  54  54  
69  69  69  69  69  
56  56  56  56  56  
92  92  92  92  92  
78  78  78  78  78  
36  36  36  36  36  
42  42  42  42  42  
81  81  81  81  81  
57  57  57  57  57  
0  0  0  0  0  
90  90  90  90  90  
44  44  44  44  44  
83  83  83  83  83  
98  98  98  98  98  
58  58  58  58  58  
22  22  22  22  22  
68  68  68  68  68  
80  80  80  80  80  
91  91  91  91  91  
56  56  56  56  56  
59  59  59  59  59  
51  51  51  51  51  
80  80  80  80  80  
33  33  33  33  33  
93  93  93  93  93  
34  34  34  34  34  
60  60  60  60  60  
74  74  74  74  74  
70  70  70  70  70  
59  59  59  59  59  
38  38  38  38  38  
48  48  48  48  48  
61  61  61  61  61  
97  97  97  97  97  
87  87  87  87  87  
62  62  62  62  62  
32  32  32  32  32  
34  34  34  34  34  
62  62  62  62  62  
10  10  10  10  10  
12  12  12  12  12  
49  49  49  49  49  
59  59  59  59  59  
90  90  90  90  90  
63  63  63  63  63  
90  90  90  90  90  
39  39  39  39  39  
33  33  33  33  33  
68  68  68  68  68  
55  55  55  55  55  
64  64  64  64  64  
24  24  24  24  24  
37  37  37  37  37  
81  81  81  81  81  
88  88  88  88  88  
73  73  73  73  73  
65  65  65  65  65  
44  44  44  44  44  
94  94  94  94  94  
73  73  73  73  73  
75  75  75  75  75  
36  36  36  36  36  
66  66  66  66  66  
96  96  96  96  96  
2  2  2  2  2  
50  50  50  50  50  
18  18  18  18  18  
32  32  32  32  32  
67  67  67  67  67  
51  51  51  51  51  
3  3  3  3  3  
77  77  77  77  77  
59  59  59  59  59  
64  64  64  64  64  
68  68  68  68  68  
63  63  63  63  63  
52  52  52  52  52  
4  4  4  4  4  
43  43  43  43  43  
34  34  34  34  34  
69  69  69  69  69  
22  22  22  22  22  
28  28  28  28  28  
34  34  34  34  34  
35  35  35  35  35  
73  73  73  73  73  
70  70  70  70  70  
99  99  99  99  99  
34  34  34  34  34  
19  19  19  19  19  
21  21  21  21  21  
40  40  40  40  40  
71  71  71  71  71  
86  86  86  86  86  
83  83  83  83  83  
17  17  17  17  17  
43  43  43  43  43  
38  38  38  38  38  
72  72  72  72  72  
28  28  28  28  28  
91  91  91  91  91  
35  35  35  35  35  
31  31  31  31  31  
95  95  95  95  95  
73  73  73  73  73  
50  50  50  50  50  
81  81  81  81  81  
99  99  99  99  99  
51  51  51  51  51  
89  89  89  89  89  
74  74  74  74  74  
72  72  72  72  72  
20  20  20  20  20  
98  98  98  98  98  
79  79  79  79  79  
63  63  63  63  63  
75  75  75  75  75  
88  88  88  88  88  
78  78  78  78  78  
70  70  70  70  70  
58  58  58  58  58  
91  91  91  91  91  
76  76  76  76  76  
90  90  90  90  90  
29  29  29  29  29  
57  57  57  57  57  
14  14  14  14  14  
63  63  63  63  63  
77  77  77  77  77  
5  5  5  5  5  
33  33  33  33  33  
20  20  20  20  20  
0  0  0  0  0  
16  16  16  16  16  
78  78  78  78  78  
76  76  76  76  76  
61  61  61  61  61  
44  44  44  44  44  
90  90  90  90  90  
39  39  39  39  39  
79  79  79  79  79  
65  65  65  65  65  
40  40  40  40  40  
7  7  7  7  7  
24  24  24  24  24  
95  95  95  95  95  
80  80  80  80  80  
19  19  19  19  19  
84  84  84  84  84  
4  4  4  4  4  
73  73  73  73  73  
99  99  99  99  99  
81  81  81  81  81  
54  54  54  54  54  
55  55  55  55  55  
78  78  78  78  78  
28  28  28  28  28  
1  1  1  1  1  
82  82  82  82  82  
0  0  0  0  0  
59  59  59  59  59  
68  68  68  68  68  
57  57  57  57  57  
89  89  89  89  89  
83  83  83  83  83  
96  96  96  96  96  
39  39  39  39  39  
12  12  12  12  12  
24  24  24  24  24  
3  3  3  3  3  
84  84  84  84  84  
41  41  41  41  41  
4  4  4  4  4  
51  51  51  51  51  
64  64  64  64  64  
37  37  37  37  37  
85  85  85  85  85  
12  12  12  12  12  
7  7  7  7  7  
48  48  48  48  48  
82  82  82  82  82  
47  47  47  47  47  
86  86  86  86  86  
46  46  46  46  46  
92  92  92  92  92  
48  48  48  48  48  
50  50  50  50  50  
45  45  45  45  45  
87  87  87  87  87  
10  10  10  10  10  
7  7  7  7  7  
86  86  86  86  86  
60  60  60  60  60  
63  63  63  63  63  
88  88  88  88  88  
83  83  83  83  83  
68  68  68  68  68  
65  65  65  65  65  
98  98  98  98  98  
11  11  11  11  11  
89  89  89  89  89  
66  66  66  66  66  
90  90  90  90  90  
77  77  77  77  77  
76  76  76  76  76  
30  30  30  30  30  
90  90  90  90  90  
98  98  98  98  98  
29  29  29  29  29  
25  25  25  25  25  
47  47  47  47  47  
6  6  6  6  6  
91  91  91  91  91  
43  43  43  43  43  
42  42  42  42  42  
8  8  8  8  8  
7  7  7  7  7  
85  85  85  85  85  
92  92  92  92  92  
44  44  44  44  44  
5  5  5  5  5  
26  26  26  26  26  
43  43  43  43  43  
94  94  94  94  94  
93  93  93  93  93  
9  9  9  9  9  
29  29  29  29  29  
0  0  0  0  0  
5  5  5  5  5  
16  16  16  16  16  
94  94  94  94  94  
59  59  59  59  59  
76  76  76  76  76  
53  53  53  53  53  
89  89  89  89  89  
1  1  1  1  1  
95  95  95  95  95  
96  96  96  96  96  
46  46  46  46  46  
43  43  43  43  43  
4  4  4  4  4  
86  86  86  86  86  
96  96  96  96  96  
37  37  37  37  37  
83  83  83  83  83  
91  91  91  91  91  
27  27  27  27  27  
11  11  11  11  11  
97  97  97  97  97  
99  99  99  99  99  
3  3  3  3  3  
46  46  46  46  46  
25  25  25  25  25  
76  76  76  76  76  
98  98  98  98  98  
2  2  2  2  2  
14  14  14  14  14  
37  37  37  37  37  
50  50  50  50  50  
3  3  3  3  3  
99  99  99  99  99  
63  63  63  63  63  
25  25  25  25  25  
84  84  84  84  84  
96  96  96  96  96  
28  28  28  28  28  
p tables
0.687246  0.1456438  0.4026827  0.03119838  0.2269795  
0.8790625  0.3977568  0.09052795  0.2782848  0.7996041  
0.6350922  0.4534104  0.1732916  0.3145719  0.8708347  
0.5118282  0.3945342  0.4763579  0.4037053  0.915305  
0.08665631  0.1052846  0.3650493  0.1591934  0.01052123  
0.8840881  0.6108606  0.4873044  0.27558  0.1756539  
0.2197422  0.239112  0.3672081  0.5059611  0.7555633  
0.4389365  0.3708466  0.4335935  0.1915409  0.8038372  
0.9068364  0.863908  0.9592569  0.684621  0.3689458  
0.3355057  0.4371294  0.3739249  0.4316067  0.9152824  
0.1970688  0.124034  0.2068984  0.05424955  0.09243788  
0.5678812  0.4126872  0.3759507  0.1582898  0.2477782  
0.9979561  0.6256366  0.9529647  0.8276548  0.7526353  
0.6160772  0.1140689  0.8730535  0.2779306  0.5048455  
0.4254465  0.3351048  0.1091654  0.3490026  0.3931592  
0.8555333  0.3452004  0.5107908  0.4006582  0.4592235  
0.2651584  0.05119663  0.1971178  0.7888075  0.1170671  
0.3998215  0.4999194  0.5975197  0.771746  0.5138273  
0.9401479  0.4461396  0.9323082  0.8788356  0.7318912  
0.5256753  0.4266462  0.1046992  0.1930047  0.1539613  
0.6159949  0.1164655  0.03683799  0.8303306  0.7110097  
0.5681751  0.04986576  0.4430943  0.1966272  0.515943  
0.1705261  0.259964  0.03776251  0.3445481  0.1886521  
0.2617345  0.4846631  0.3282766  0.5810887  0.5132361  
0.9753689  0.9931422  0.9667756  0.6815454  0.7086155  
0.3437039  0.3068218  0.1645285  0.6140241  0.853632  
0.9166121  0.7242654  0.9850931  0.8542561  0.9828767  
0.6889011  0.4255197  0.5065059  0.8131158  0.8778299  
0.126111  0.2952038  0.09675713  0.4823194  0.1080092  
0.9994963  0.8915563  0.714369  0.7689278  0.9692718  
0.2982663  0.7217634  0.3413401  0.6081845  0.3445942  
0.3824298  0.7322828  0.974408  0.2279694  0.8843542  
0.8016054  0.7773304  0.2491848  0.4444332  0.709941  
0.1134879  0.3174927  0.1970514  0.2790006  0.1066046  
0.07334723  0.6332487  0.3438086  0.6583309  0.1750701  
0.07820738  0.3047988  0.01080491  0.09030473  0.411048  
0.7725213  0.9628911  0.8783947  0.5985958  0.8683609  
0.9695153  0.6111411  0.3198517  0.907337  0.8094614  
0.3156677  0.8392672  0.8374815  0.9276308  0.6635591  
0.691754  0.2093438  0.2651892  0.6741467  0.8562575  
0.9367624  0.8408686  0.6038374  0.7859667  0.8154633  
0.6893514  0.7119538  0.799421  0.9219676  0.6388783  
0.2499793  0.5834266  0.9766503  0.8888283  0.9466149  
0.3379835  0.1914026  0.2719772  0.1600232  0.5750965  
0.3260776  0.7270104  0.3486896  0.2232659  0.07252943  
0.1260398  0.1775911  0.17649  0.2630281  0.3207322  
0.03305976  0.001730535  0.1046189  0.0003177413  0.006753797  
0.6042935  0.4403795  0.9185029  0.1126334  0.6947063  
0.3386044  0.1840577  0.1420134  0.3255607  0.4115059  
0.0004221589  0.008469239  0.003169949  0.0008466442  0.001293548  
0.4306014  0.1823524  0.3163246  0.05886674  0.7312368  
0.7182976  0.4259184  0.4782183  0.2750143  0.7156549  
0.5948077  0.6775983  0.7536258  0.9857248  0.780058  
0.924166  0.1739219  0.7939582  0.6963868  0.730807  
0.9465586  0.9749864  0.781397  0.9492098  0.9413031  
0.9688073  0.9081293  0.7282126  0.9620832  0.9273299  
0.3260253  0.8644007  0.6895796  0.4933706  0.7529257  
0.8577702  0.2116096  0.1831353  0.05985917  0.7769818  
0.2365356  0.4868923  0.8819074  0.5654395  0.2177556  
0.5861065  0.7568445  0.7525679  0.7233112  0.3282132  
0.9183115  0.9822173  0.8927915  0.9840684  0.8948082  
0.445857  0.9199737  0.1071906  0.2091434  0.01516708  
0.1376412  0.2106087  0.2237275  0.7688347  0.4460881  
0.09544476  0.02393061  0.3115042  0.06671846  0.02553177  
0.9702814  0.7435403  0.9907401  0.9594744  0.9517653  
0.5978939  0.6004373  0.2847279  0.9335916  0.4388458  
0.09672323  0.009440649  0.07302683  0.01808878  0.2640787  
0.4126766  0.3861866  0.4227543  0.7358928  0.3275956  
0.0169397  0.1380223  0.009064399  0.3633898  0.3945704  
0.4691485  0.2045462  0.2695049  0.2485077  0.3551001  
0.8717439  0.5840953  0.3140117  0.415231  0.1040439  
0.4381726  0.03190527  0.2403232  0.4301928  0.1154105  
0.9488413  0.9009199  0.9806985  0.9387795  0.9357453  
0.7607695  0.2590471  0.5857764  0.4344218  0.9201278  
0.2526332  0.4902872  0.2777006  0.3298721  0.1608989  
0.405197  0.1356834  0.06059548  0.1141352  0.02850338  
0.1507597  0.5099366  0.0783045  0.3464996  0.2703398  
0.3836754  0.5904647  0.5675335  0.1788638  0.4801965  
0.3653445  0.13548  0.3591107  0.008977638  0.1766183  
0.2399105  0.8211206  0.6105864  0.2451966  0.5532105  
0.705106  0.7894285  0.8101312  0.8202312  0.9644524  
0.4712054  0.1328384  0.8301151  0.409813  0.7160851  
0.6429831  0.6871458  0.1944363  0.2373331  0.9270713  
0.3462267  0.4076444  0.1534982  0.4641221  0.5341784  
0.7268775  0.5310108  0.5922069  0.2508494  0.9279217  
0.211362  0.1399283  0.1227725  0.5432078  0.5059735  
0.0580044  0.004784726  0.06509085  0.1396671  0.006934482  
0.9992376  0.8855352  0.7624016  0.8531636  0.9711301  
0.335589  0.1028288  0.3865764  0.3610882  0.3904528  
0.8415722  0.4108762  0.7514932  0.773058  0.8481308  
0.9343332  0.6324578  0.3637652  0.5976602  0.857148  
0.9036076  0.9512892  0.9953239  0.9482354  0.8252518  
0.5821249  0.1742177  0.5172623  0.81708  0.8269793  
0.5287817  0.0728221  0.5322831  0.5902435  0.3362134  
0.8601281  0.8776922  0.9894379  0.9688194  0.4874709  
0.004887864  0.01075034  0.05688978  0.5572107  0.009398277  
0.3851708  0.9556354  0.3003888  0.9657761  0.7541938  
0.9925307  0.9616686  0.9980292  0.9849404  0.8252173  
0.5036703  0.5601101  0.3337858  0.3222267  0.892617  
0.0009517232  0.03457039  0.004037571  0.03581419  0.126096  
0.3578395  0.0686416  0.12263  0.03561939  0.01009367  
0.2232887  0.09520229  0.08609586  0.1056765  0.1521291  
0.1728941  0.2538791  0.2581965  0.2054719  0.3255938  
0.3189143  0.4314994  0.4537354  0.5468922  0.07750954  
0.2081975  0.9523186  0.9098424  0.4449988  0.4611866  
0.927633  0.8702955  0.7973542  0.9930706  0.8061598  
0.78028  0.9952354  0.985787  0.986124  0.9855038  
0.8768913  0.4717291  0.9983005  0.8677639  0.5546793  
0.9992078  0.9177712  0.7840393  0.7836133  0.9680862  
0.8080659  0.8980159  0.5138029  0.8747729  0.8628336  
0.0958931  0.1147814  0.221816  0.5451757  0.4607642  
0.6205552  0.7299975  0.6316977  0.8344396  0.9580484  
0.7773607  0.9352682  0.9361011  0.9794372  0.8497784  
0.6190923  0.767612  0.7160692  0.974526  0.7854424  
0.9802759  0.9922808  0.8064339  0.8247306  0.9198341  
0.2377932  0.1095074  0.3901589  0.1284266  0.4054842  
0.9404234  0.9482079  0.8299231  0.8314092  0.9470099  
0.6273516  0.2698142  0.6250555  0.8387875  0.3560441  
0.5519849  0.2837223  0.09770013  0.3417321  0.3271603  
0.02097016  0.07630439  0.1279705  0.6198975  0.140501  
0.08522395  0.01865765  0.01664698  0.02412453  0.1806018  
0.8474636  0.9421576  0.9705436  0.9035171  0.9813521  
0.3353594  0.07052835  0.7428481  0.01650099  0.2242969  
0.7709623  0.4786299  0.9074274  0.5204949  0.6642284  
0.7138837  0.4646614  0.5616474  0.8075539  0.2442999  
0.08051311  0.1590078  0.0356326  0.2414923  0.05847755  
0.7450233  0.6621127  0.8521923  0.4969901  0.7256439  
0.2899659  0.158131  0.03307102  0.6820613  0.4528124  
0.2598468  0.6633049  0.5668685  0.7783516  0.3842549  
0.8569395  0.5172337  0.6380355  0.2402634  0.9242273  
0.1770377  0.3474152  0.00684146  0.02022902  0.3173522  
0.2165789  0.2630437  0.9829913  0.7575016  0.3460375  
0.6833862  0.4538057  0.3082282  0.9034521  0.4162779  
0.4580437  0.1318438  0.1354721  0.4701815  0.2371459  
0.1127576  0.2647345  0.3597375  0.1603288  0.1841284  
0.9279548  0.7188977  0.4141381  0.6955241  0.9636334  
0.1168955  0.3117649  0.2544771  0.1210135  0.05293191  
0.4548373  0.9252615  0.8801439  0.7583002  0.3591211  
0.9535423  0.397817  0.8944986  0.555549  0.8754574  
0.8194751  0.9823903  0.9959338  0.9880217  0.9939731  
0.7076876  0.4700612  0.09418075  0.9053456  0.5721865  
0.5390772  0.6830574  0.2141582  0.3704308  0.1923983  
0.7936659  0.436054  0.7588545  0.9566894  0.5356805  
0.09184599  0.06798343  0.4307135  0.1614512  0.05802552  
0.7482847  0.182812  0.1344947  0.2831691  0.1951812  
0.6778265  0.6429284  0.1419083  0.7725134  0.171038  
0.07910123  0.02933204  0.04536991  0.2639969  0.006949351  
0.8978627  0.9605553  0.8004504  0.8728053  0.9563165  
0.09270815  0.1255903  0.4178245  0.4283785  0.9432084  
0.05336301  0.1683138  0.6365161  0.5365872  0.04955511  
0.4783722  0.9281166  0.8947533  0.6322526  0.9269721  
0.6219583  0.8343358  0.4102416  0.3967728  0.6387988  
0.8364818  0.9312392  0.1932641  0.1856916  0.3243486  
0.6122209  0.7368294  0.7198494  0.6941024  0.4926215  
0.5593742  0.2951761  0.4389445  0.7873965  0.285521  
0.09744522  0.3652729  0.8020379  0.738976  0.8004542  
0.5554873  0.793047  0.8384047  0.7761803  0.8446293  
0.2001544  0.209491  0.4249274  0.09391544  0.4012378  
0.9256587  0.2727699  0.4987412  0.9247184  0.6194681  
0.5648113  0.8477098  0.6180633  0.7774323  0.7079534  
0.6712733  0.2340328  0.4855717  0.1274111  0.243368  
0.06423059  0.01150311  0.09349377  0.2119793  0.04757477  
0.8520957  0.7678339  0.9996503  0.8384479  0.9574026  
0.4640801  0.2454101  0.4544426  0.8741557  0.1275207  
0.4787623  0.1694923  0.4361649  0.1636894  0.6452552  
0.2396893  0.4210162  0.9209406  0.5670107  0.2106122  
0.0957638  0.0178231  0.0003307382  0.008916055  0.01164258  
0.06254666  0.08512209  0.248739  0.07433796  0.27619  
0.9114877  0.9359123  0.6451798  0.2196095  0.4682735  
0.9022203  0.857503  0.4023284  0.7812794  0.4615342  
0.2407192  0.1480308  0.0699312  0.4010986  0.2705535  
0.01673227  0.2818506  0.4151561  0.09132845  0.3999041  
0.3810444  0.4005637  0.08719335  0.1367059  0.4173561  
0.9054496  0.5726701  0.905385  0.5051801  0.4530685  
0.07806443  0.1785971  0.7354504  0.3481354  0.3779724  
0.9848  0.4882375  0.03457852  0.5169929  0.4932308  
0.2002674  0.06949689  0.122589  0.007081244  0.009703492  
0.487156  0.5161702  0.9820713  0.8392936  0.7657192  
0.1371582  0.6412031  0.1402188  0.9493841  0.5103582  
0.7620922  0.7119952  0.4749333  0.9739825  0.923923  
0.6651298  0.6447199  0.8885499  0.8867577  0.8783598  
0.9226691  0.1480749  0.6763634  0.4879047  0.2049398  
0.2998522  0.358955  0.6984338  0.734022  0.7837946  
0.6040616  0.2551405  0.8432121  0.7155543  0.8527244  
0.2515745  0.05487533  0.01356683  0.0302189  0.282817  
0.3413729  0.5083279  0.5052601  0.4626171  0.5307686  
0.3091863  0.06271134  0.1801377  0.1298128  0.03402078  
0.6794466  0.9309682  0.9075034  0.6663999  0.752837  
0.4647432  0.4033351  0.8980748  0.7544183  0.2989423  
0.879445  0.7798873  0.9806118  0.7493305  0.9447128  
0.1879782  0.3010151  0.02766277  0.03301576  0.09983447  
0.755193  0.880326  0.6363607  0.9048399  0.8058913  
0.08068999  0.1959807  0.1309323  0.01335112  0.1589762  
0.1941975  0.9300587  0.9551064  0.7864575  0.9079706  
0.4607085  0.4451283  0.8857131  0.3245381  0.4642385  
0.9991161  0.9768921  0.9504632  0.9994439  0.9976585  
0.4544089  0.4878275  0.3656859  0.63309  0.894773  
0.7954919  0.457452  0.4388151  0.05220725  0.8396651  
0.995522  0.8932179  0.9461906  0.9314747  0.9483453  
0.1300107  0.985842  0.6334956  0.4809497  0.4710007  
0.6664218  0.496025  0.6472629  0.7910644  0.4768976  
0.9546252  0.998033  0.8259887  0.7234955  0.9830113  
0.2799554  0.1246848  0.122906  0.2520551  0.324505  
0.9410043  0.6963225  0.8538738  0.8892414  0.8579699  
0.6431427  0.763798  0.3997849  0.6217077  0.4355457  
0.5560249  0.4145342  0.1981169  0.06821028  0.4558615  
0.7051596  0.9008771  0.610177  0.8154226  0.2565919  
0.3245602  0.7503206  0.01275513  0.3346814  0.1870425  
0.3098158  0.7713868  0.3193383  0.4424725  0.4169823  
0.1388339  0.1103685  0.2415643  0.01699281  0.06374201  
0.8451502  0.663764  0.572326  0.5313781  0.8968778  
0.8815867  0.8916394  0.9592669  0.3718135  0.9126363  
0.3140747  0.4880883  0.4866971  0.2722125  0.3260651  
0.7144171  0.3227106  0.288155  0.8822877  0.5546659  
0.6897836  0.6203747  0.6784058  0.5495413  0.4725309  
0.2891258  0.5959958  0.5047131  0.04006888  0.4324949  
0.8637363  0.2841791  0.06482168  0.2985882  0.2573908  
0.105466  0.681117  0.4190288  0.7808673  0.5499079  
0.606631  0.4005256  0.1148922  0.1823073  0.2266759  
0.2352544  0.4849865  0.1026913  0.05849084  0.5867726  
0.1201751  0.006611792  0.6287566  0.1461428  0.7416492  
0.05948584  0.04978645  0.3590362  0.6601974  0.1220197  
0.3254575  0.05538093  0.02059204  0.4194272  0.06757389  
0.6947219  0.9327675  0.05052966  0.7856846  0.2921461  
0.9132221  0.5928007  0.8193979  0.2394845  0.5665617  
0.6965211  0.8672302  0.9041017  0.9029129  0.8956511  
0.2920663  0.5114562  0.8591882  0.4612984  0.7263926  
0.8744418  0.601164  0.906514  0.8170104  0.6975658  
0.184415  0.4364843  0.777378  0.07449137  0.4598632  
0.4053194  0.7661602  0.3026451  0.6178705  0.7322417  
0.5675445  0.566074  0.3661603  0.6952359  0.9765814  
0.9375252  0.5903175  0.6093978  0.9688884  0.6789773  
0.1703347  0.814871  0.5651797  0.5977048  0.2655627  
0.8546066  0.6029176  0.6102117  0.8858696  0.4478346  
0.5635047  0.964295  0.9434017  0.7600026  0.91577  
0.7814026  0.976704  0.8532438  0.9312535  0.842155  
0.4958444  0.1615767  0.06612082  0.06884542  0.1743791  
0.6500398  0.8257604  0.2554043  0.7252189  0.9612106  
0.6001461  0.9098097  0.4929149  0.6954035  0.9068775  
