c file generated by rmnkGenerator.R with seed  0 the 01/16/2024 20:06:45 
0.1873977  0.9022377  
0.1534272  0.1285647  
0.9253118  0.1922977  
0.09557546  0.2251334  
0.8997577  0.4484275  
0.6670586  0.1582198  
0.4905542  0.2061456  
0.2636865  0.1648912  
0.6724143  0.727181  
0.1368814  0.7084244  
0.4331086  0.82028  
0.8463597  0.9961111  
0.6585691  0.4284754  
0.6783345  0.7533327  
0.1830962  0.9994554  
0.7564571  0.712465  
0.7563348  0.4724879  
0.4547737  0.1654151  
0.9885275  0.2923314  
0.3532338  0.0456392  
0.68003  0.05793207  
0.07330275  0.3427435  
0.9538134  0.6252453  
0.2802284  0.5161239  
0.3193133  0.3482647  
0.2458517  0.03443877  
0.04736601  0.7451101  
0.4316546  0.6771061  
0.7474021  0.9470205  
0.8902603  0.03171321  
0.4979197  0.3871236  
0.8488921  0.9599686  
0.5366011  0.5463376  
0.1830315  0.9168595  
0.7555499  0.7170908  
0.7650867  0.5542834  
0.9484751  0.8196983  
0.6381276  0.03586513  
0.9071664  0.3669732  
0.2613381  0.7278305  
0.7619103  0.9100609  
0.1520094  0.7785446  
0.3020344  0.5768047  
0.7445328  0.8729749  
0.06050563  0.5055311  
0.4238947  0.1345135  
0.8621875  0.4899626  
0.4344675  0.4349942  
0.4383262  0.644331  
0.6894003  0.3516667  
0.6281886  0.7431065  
0.8416881  0.9803648  
0.9594189  0.036196  
0.8021437  0.7204158  
0.8848943  0.2349158  
0.8496657  0.2646206  
0.3791801  0.03466938  
0.8819547  0.3977061  
0.9341074  0.6310488  
0.480183  0.07676579  
0.444644  0.9737267  
0.03009019  0.2237677  
0.7297945  0.01134019  
0.448442  0.4545988  
0.1260007  0.99066  
0.8323357  0.9447914  
0.6900467  0.8992775  
0.4028013  0.7849355  
0.3832814  0.6777676  
0.009678853  0.3306681  
0.625857  0.06580196  
0.04895507  0.01310972  
0.8942465  0.1192643  
0.9381431  0.03731267  
0.3410651  0.1615961  
0.5046215  0.7668428  
0.4100426  0.1881633  
0.2530232  0.06197036  
0.3675518  0.1654689  
0.3197136  0.04288589  
0.7021798  0.7892315  
0.4559838  0.06657604  
0.8243044  0.4421584  
0.7278943  0.7188601  
0.3269662  0.8852263  
0.7501244  0.9708816  
0.3210089  0.03918472  
0.8428302  0.8223992  
0.781093  0.2889201  
0.7259112  0.428347  
0.3460047  0.9261132  
0.5898224  0.2718818  
0.6746276  0.7515459  
0.1669614  0.4627303  
0.8266693  0.3120364  
0.2703633  0.9208275  
0.5096651  0.4111554  
0.7120827  0.4158602  
0.8288797  0.7569041  
0.2981202  0.8199521  
0.7861701  0.1779061  
0.2446209  0.874283  
0.06955551  0.2624322  
0.9669799  0.1876893  
0.1547203  0.009820486  
0.7140995  0.4421617  
0.3230846  0.6243645  
0.8356315  0.2396372  
0.5816586  0.8929104  
0.9193023  0.7324212  
0.4993224  0.5397894  
0.6761846  0.9646737  
0.3123199  0.06649305  
0.5046646  0.6124232  
0.3025941  0.8011419  
0.08201702  0.1597848  
0.2432398  0.3986457  
0.2452954  0.4777282  
0.3673903  0.328158  
0.7487465  0.5277818  
0.2354666  0.4385401  
0.2779797  0.2029124  
0.4980536  0.776834  
0.974022  0.2821363  
0.2066426  0.2655367  
0.8523625  0.6848609  
0.7814567  0.954988  
0.6625995  0.03910005  
0.726273  0.5784826  
0.8094852  0.654445  
0.3445366  0.5116576  
0.7392083  0.9947705  
0.4629259  0.8956463  
0.3688643  0.2964848  
0.5393179  0.2659109  
0.6296367  0.8196018  
0.08462596  0.8430806  
0.4545285  0.7640194  
0.8472834  0.2726853  
0.3657938  0.7050753  
0.9700694  0.469379  
0.6953028  0.9678374  
0.5277431  0.1963012  
0.09564659  0.5130181  
0.5775226  0.1526676  
0.5553294  0.1629886  
0.988854  0.5016364  
0.4858352  0.4077149  
0.8374106  0.3089291  
0.7963038  0.9393948  
0.3508922  0.5348617  
0.8270545  0.9063655  
0.165113  0.1632411  
0.5858891  0.4029872  
0.66565  0.08016928  
0.3269557  0.9251926  
0.3203187  0.1632076  
0.2924101  0.9297922  
0.01814419  0.1607946  
0.5294085  0.462357  
0.8571508  0.002019231  
0.4897232  0.4025059  
0.7907717  0.505882  
0.8942484  0.02748662  
0.0007602589  0.3867447  
0.6670724  0.3644319  
0.1080147  0.03291433  
0.7076178  0.8155642  
0.8401395  0.1125926  
0.346936  0.413339  
0.598969  0.7137142  
0.2168289  0.2996406  
0.1143566  0.7716749  
0.1133344  0.551314  
0.539325  0.9316607  
0.7035542  0.2537671  
0.4680248  0.1228911  
0.3303802  0.640118  
0.8381929  0.4227566  
0.5606702  0.3838892  
0.2108835  0.6902787  
0.9252762  0.6861309  
0.06043791  0.5074935  
0.6504648  0.7372123  
0.2430104  0.7747087  
0.9224335  0.7977437  
0.5857798  0.8329182  
0.8530747  0.9021466  
0.1382497  0.4456928  
0.8377917  0.3299183  
0.3044488  0.1098579  
0.3241961  0.4060751  
0.8053852  0.1770001  
0.2529318  0.65955  
0.1787948  0.4211843  
0.5252984  0.2886101  
0.8899976  0.1642457  
0.04067144  0.524215  
0.7658733  0.2751771  
0.06444737  0.1040244  
0.1224794  0.07926287  
0.7970002  0.8646178  
0.2983314  0.2491262  
0.1487599  0.2229782  
0.4896745  0.3852394  
0.7069284  0.2825819  
0.5381921  0.3285423  
0.2112591  0.3773035  
0.231743  0.2732529  
0.6588716  0.1369918  
0.03153453  0.7626047  
0.3063811  0.4566757  
0.7246122  0.07439791  
0.02821533  0.7899141  
0.01414011  0.04094399  
0.7000601  0.3440922  
0.5106967  0.3868332  
0.07260691  0.1740175  
0.8742825  0.6131992  
0.3919308  0.06611049  
0.2830074  0.9356561  
0.9426343  0.6433432  
0.1914562  0.9554216  
0.4442634  0.7402761  
0.2768137  0.04572472  
0.5532559  0.741393  
0.187626  0.6732099  
0.6140719  0.8476254  
0.2853764  0.8588078  
0.7654124  0.676635  
0.03313063  0.7361715  
0.2334069  0.2808001  
0.30391  0.943425  
0.3954021  0.03886658  
0.7260549  0.03001168  
0.6662011  0.09822723  
0.5294373  0.8185018  
0.3588186  0.1339837  
0.27069  0.3504433  
0.8453644  0.5329688  
0.9660793  0.3142346  
0.2162637  0.0185464  
0.05363883  0.8785133  
0.07461374  0.4693811  
0.1270551  0.7020901  
0.1042844  0.5019583  
0.5857815  0.2979757  
0.5760566  0.540702  
0.9622477  0.7925954  
0.07722737  0.06596663  
0.6704283  0.1235994  
0.5895477  0.9034657  
0.4300342  0.182563  
0.06546397  0.5062087  
0.9200491  0.07664518  
0.496399  0.7542672  
0.708737  0.7238097  
0.7431689  0.3934589  
0.951226  0.9399169  
0.386968  0.3047657  
0.4397527  0.3852034  
0.4097155  0.864647  
0.2743493  0.6767627  
0.4075684  0.8028674  
0.0289184  0.9287031  
0.7739754  0.5963317  
0.5959137  0.7419672  
0.7966242  0.260723  
0.7310333  0.6788408  
0.2040628  0.3785845  
0.7322168  0.8990259  
0.4519864  0.481013  
0.5309032  0.5120068  
0.703512  0.4985717  
0.5154001  0.02094695  
0.7608206  0.1603988  
0.566076  0.9752267  
0.754205  0.7600703  
0.8375289  0.5158239  
0.6088054  0.4370241  
0.2471996  0.4355515  
0.6405083  0.6696047  
0.1921196  0.7825103  
0.09933105  0.1632457  
0.8986902  0.4437036  
0.5396783  0.1045129  
0.5029431  0.3339494  
0.8279035  0.6945455  
0.4404438  0.0739639  
0.1091844  0.8460202  
0.8969527  0.8807107  
0.9195751  0.4959074  
0.4417402  0.6058908  
0.7910499  0.9102067  
0.5388958  0.2797426  
0.162937  0.174379  
0.400319  0.1246283  
0.3127883  0.1647346  
0.1273454  0.238414  
0.5555697  0.645021  
0.1968571  0.1727089  
0.3009409  0.3919012  
0.2060758  0.5613798  
0.374486  0.09875934  
0.2671703  0.9220654  
0.1069938  0.9045341  
0.4339959  0.03553924  
0.9613469  0.3141683  
0.0286298  0.3544954  
0.5603092  0.5671355  
0.5010051  0.1204012  
0.9285569  0.3533853  
0.3554461  0.7832239  
0.726128  0.839199  
0.002761031  0.5906761  
0.7867186  0.6318854  
0.6358357  0.2587409  
0.4169076  0.3288081  
0.1488692  0.8773318  
0.02045081  0.5259333  
0.5495708  0.2474717  
0.22373  0.9489064  
0.02450497  0.2793245  
0.3826082  0.8707484  
0.3418035  0.7194475  
0.7635171  0.6477649  
0.1110976  0.3779988  
0.4686805  0.8122963  
0.09883228  0.05030902  
0.4116841  0.1614383  
0.07725651  0.4036141  
0.6433366  0.5620059  
0.01935762  0.5406423  
0.3785666  0.3868808  
0.6669876  0.3846866  
0.581184  0.6806357  
0.0645491  0.2537971  
0.3071346  0.01424861  
0.8220771  0.5015378  
0.5212756  0.8059155  
0.5628829  0.8365121  
0.6342017  0.3852485  
0.3090524  0.4756742  
0.5000586  0.9347163  
0.8072391  0.2599145  
0.6567694  0.4479072  
0.5018101  0.6862368  
0.8605027  0.2594045  
0.3482134  0.3213396  
0.3131501  0.7147277  
0.6496681  0.2347147  
0.2050661  0.6757635  
0.9864459  0.1154712  
0.5093945  0.02178623  
0.1790008  0.73228  
0.9275754  0.4471531  
0.8602966  0.3317955  
0.1280203  0.3009207  
0.5715618  0.8394716  
0.1466417  0.1388673  
0.3300324  0.8314302  
0.02865879  0.1493999  
0.5500251  0.4451827  
0.5187626  0.4149973  
0.9685424  0.7169209  
0.005272849  0.03782944  
0.6748182  0.398824  
0.5778306  0.4449026  
0.3255051  0.7114702  
0.8418819  0.8691424  
0.5119888  0.1630137  
0.8600872  0.6281303  
0.4138511  0.6728608  
0.100263  0.8817389  
0.2501129  0.4646932  
0.704922  0.8743088  
0.2311349  0.5345898  
0.1832036  0.383995  
0.4143301  0.695791  
0.8051926  0.6115318  
0.6501331  0.6497122  
0.9028039  0.8425045  
0.4794556  0.3874522  
0.4922059  0.4061966  
0.3455563  0.419304  
0.3921875  0.858246  
0.7825975  0.9744285  
0.6526868  0.8325908  
0.42419  0.8504591  
0.7747064  0.9615425  
0.9007476  0.2837795  
0.4284246  0.07074258  
0.9114324  0.1334206  
0.2617857  0.600408  
0.822016  0.5093123  
0.1962886  0.003304541  
0.9287888  0.8820484  
0.8513913  0.4130309  
0.6683192  0.4774029  
0.1841755  0.6578361  
0.1361802  0.09519438  
0.9058503  0.2398792  
0.9721886  0.8494066  
0.272795  0.9757386  
0.794131  0.754124  
0.5734796  0.7698165  
0.09902335  0.04379311  
0.5298845  0.8537424  
0.9011474  0.869332  
0.5435706  0.3614476  
0.2025556  0.5746553  
0.4593475  0.8222048  
0.6594116  0.9843289  
0.9217509  0.1335557  
0.6501244  0.8483795  
0.6681023  0.9157678  
0.8770176  0.8198546  
0.3297975  0.6154772  
0.6029389  0.4396965  
0.2529473  0.5654853  
0.3033854  0.8074608  
0.09218057  0.1405092  
0.4346254  0.1107911  
0.6395492  0.2384044  
0.356334  0.07721865  
0.1788762  0.04752457  
0.2798231  0.916089  
0.1630429  0.1788714  
0.317276  0.3069585  
0.6430069  0.1282439  
0.782036  0.695945  
0.6638034  0.7012464  
0.01024998  0.882632  
0.312893  0.3220276  
0.3637462  0.8927099  
0.1926774  0.5544931  
0.257239  0.09686129  
0.2254266  0.875218  
0.3819595  0.934917  
0.6943571  0.7887634  
0.5313972  0.3334026  
0.2404369  0.08936092  
0.4929044  0.5149337  
0.9858591  0.08919613  
0.3431616  0.03483853  
0.1808028  0.7592941  
0.9559273  0.3824625  
0.5007394  0.3449867  
0.02157694  0.2600091  
0.8685177  0.9058467  
0.8631293  0.05648682  
0.792797  0.3283419  
0.9390776  0.7143653  
0.03240433  0.6142165  
0.4619029  0.2690977  
0.05312559  0.4752783  
0.5833836  0.4236321  
0.7383537  0.9538274  
0.2658083  0.5408494  
0.1621344  0.2562869  
0.5994867  0.8823024  
0.5243591  0.1016209  
0.8281096  0.7047338  
0.2799364  0.8908106  
0.5270313  0.1218665  
0.8754535  0.6271103  
0.1298612  0.8291641  
0.465466  0.8680955  
0.8137911  0.9362418  
0.8329408  0.9724476  
0.2359152  0.579329  
0.9656969  0.1984445  
0.2574819  0.2245646  
0.3246726  0.7565051  
0.3241006  0.05786892  
0.5500768  0.6915448  
0.4136092  0.1240619  
0.7656119  0.1774306  
0.3064036  0.6337886  
0.4942953  0.2777201  
0.7989501  0.2037111  
0.3975529  0.2534315  
0.3068326  0.9216768  
0.4102197  0.08510921  
0.7478081  0.5433435  
0.7878418  0.3203135  
0.9917278  0.9984705  
0.5802219  0.4372965  
0.4566421  0.9655767  
0.7740959  0.8061353  
0.2831507  0.05862245  
0.1265192  0.6968828  
0.1569516  0.7568543  
0.7968188  0.5101405  
0.01469228  0.02548197  
0.2309086  0.9876274  
0.6410687  0.4255413  
0.5472215  0.08056949  
0.1761171  0.8940501  
0.4283027  0.4024238  
0.6143057  0.5969884  
0.640753  0.2180713  
0.3527475  0.03665578  
0.1627216  0.4334789  
0.8573492  0.7736676  
0.4576284  0.493209  
0.3220818  0.511001  
0.9531707  0.5878999  
0.2884627  0.6549177  
0.6520759  0.3968464  
0.6796072  0.3808773  
0.5898138  0.2316049  
0.7553856  0.08350816  
0.6391661  0.07469529  
0.577931  0.2158429  
0.1304207  0.2288976  
0.161471  0.3479059  
0.572703  0.1120391  
0.2788544  0.1866241  
0.8063736  0.9329688  
0.409989  0.6449937  
0.4059816  0.6029946  
0.2449568  0.4902094  
0.6079078  0.1793908  
0.7181818  0.2769641  
0.7417153  0.3553214  
0.3687887  0.5350316  
0.2119313  0.486149  
0.05219586  0.9645701  
0.714681  0.3668394  
0.658976  0.2269397  
0.1833689  0.05059238  
0.3142562  0.158368  
0.7241551  0.9952811  
0.5280077  0.6191308  
0.8786053  0.8182583  
0.9865681  0.5823269  
0.8338642  0.570644  
0.8557676  0.4341709  
0.04515558  0.7112717  
0.553979  0.9256775  
0.1265182  0.8163007  
0.7399592  0.4121433  
0.9394181  0.5422847  
0.2410659  0.07363796  
0.6946127  0.8725549  
0.9101741  0.9651476  
0.8454138  0.06538929  
0.6462286  0.4927848  
0.99818  0.1893787  
0.4497405  0.1155603  
0.6601514  0.8574109  
0.8442574  0.8783417  
0.2633956  0.9788196  
0.7747545  0.6915233  
0.08867734  0.03417065  
0.8570324  0.6876362  
0.1718667  0.2438758  
0.2938658  0.4211061  
0.6174225  0.5955921  
0.05042878  0.5280435  
0.978596  0.7864448  
0.7507619  0.256112  
0.5381042  0.2490555  
0.01404343  0.5729221  
0.6905732  0.809949  
0.7766604  0.3474438  
0.4528948  0.2517642  
0.7138008  0.1562157  
0.8339797  0.2263773  
0.06223388  0.3883765  
0.08945489  0.1218471  
0.693567  0.7552879  
0.7121203  0.01986536  
0.1598429  0.4387361  
0.7877625  0.07424379  
0.1954459  0.8880363  
0.7448534  0.3046156  
0.9839496  0.8704538  
0.6227941  0.337373  
0.43793  0.415765  
0.03979652  0.1537076  
0.7261387  0.001026819  
0.754939  0.9501329  
0.6689674  0.07909076  
0.2003373  0.9948433  
0.2812388  0.6276341  
0.5295554  0.285854  
0.4598014  0.7576923  
0.02718902  0.810764  
0.5565061  0.4099184  
0.5195083  0.5542082  
0.1552541  0.9673653  
0.5549659  0.07995241  
0.09876341  0.4804265  
0.5639684  0.7864473  
0.2743693  0.0786775  
0.9238713  0.03673279  
0.2430708  0.9121952  
0.3147554  0.2273004  
0.2663881  0.1497625  
0.5491874  0.4855726  
0.2799529  0.2896695  
0.2194333  0.2881263  
0.645707  0.07782227  
0.8015737  0.1819497  
0.05914454  0.8016788  
0.6942974  0.6912734  
0.9215279  0.2617936  
0.5961739  0.9921433  
0.3526047  0.9306845  
0.9963024  0.229959  
0.4975808  0.4610594  
0.327025  0.0006052684  
0.7066392  0.8307324  
0.1523232  0.7120332  
0.625682  0.3093475  
0.3991991  0.4230956  
0.6414078  0.5343999  
0.5821629  0.845544  
0.227497  0.1660437  
0.9382077  0.8568678  
0.8881988  0.7750282  
0.1788984  0.2409493  
0.4695758  0.387113  
0.01231196  0.9671971  
0.7623238  0.4377153  
0.4865415  0.08229441  
0.3174452  0.0703615  
0.3669341  0.4722883  
0.9587342  0.5945408  
0.06071051  0.5988687  
0.01471968  0.3957266  
0.2609014  0.02411139  
0.9685697  0.3263999  
0.6129158  0.822898  
0.7084629  0.01017122  
0.4742853  0.7303704  
0.7407201  0.07035663  
0.7509885  0.4133059  
0.9168535  0.08024637  
0.4724174  0.794071  
0.9202544  0.2766822  
0.8059197  0.6634761  
0.9937692  0.2118113  
0.9275094  0.1183647  
0.1710521  0.06557821  
0.08502195  0.1238522  
0.9142591  0.3613491  
0.9551051  0.9170427  
0.4975858  0.7155458  
0.7365927  0.2615757  
0.3157336  0.5947591  
0.4473294  0.1584679  
0.5770386  0.2691827  
0.2017748  0.5626653  
0.9819598  0.9963633  
0.8322844  0.5907472  
0.955293  0.5399289  
0.6642972  0.01065314  
0.4607494  0.8801816  
0.6924965  0.8940521  
0.6135259  0.05226842  
0.5998803  0.4989404  
0.9217377  0.201222  
0.9884278  0.5473042  
0.576747  0.308183  
0.283965  0.8473997  
0.1467929  0.5862107  
0.05070659  0.5340993  
0.2680447  0.6509065  
0.4108278  0.03455832  
0.2194524  0.1200874  
0.4981439  0.9141257  
0.7913998  0.575576  
0.7785111  0.6580486  
0.7999197  0.07992458  
0.3833403  0.9850814  
0.5048406  0.2947562  
0.2396932  0.6868311  
0.4918475  0.3968411  
0.2748732  0.8220781  
0.5452613  0.1811709  
0.9069638  0.8373998  
0.5802165  0.8420864  
0.08168046  0.2145419  
0.221921  0.04865535  
0.2153682  0.655788  
0.1320777  0.009437137  
0.671577  0.7674508  
0.7593469  0.7749521  
0.7090726  0.7848173  
0.6575942  0.3661516  
0.6923647  0.9659125  
0.5106479  0.441116  
0.8077391  0.1656333  
0.6912224  0.3485867  
0.4536262  0.1031767  
0.2793698  0.1005779  
0.5545756  0.5809744  
0.1315853  0.5185711  
0.2997874  0.2950233  
0.2107417  0.4134484  
0.7729394  0.4382942  
0.3535416  0.3797047  
0.8639392  0.9615772  
0.3865098  0.2765765  
0.2230131  0.754724  
0.3623794  0.3668981  
0.9557024  0.1442291  
0.5860721  0.1738209  
0.7857178  0.5623431  
0.3879841  0.2837297  
0.3804383  0.5628502  
0.5135681  0.6333318  
0.7443945  0.7689412  
0.383329  0.1527221  
0.320749  0.9136158  
0.3009768  0.02773473  
0.5632268  0.02718771  
0.1456341  0.8719625  
0.4540973  0.8927384  
0.9341348  0.1235331  
0.07084815  0.6902722  
0.2021962  0.09144519  
0.03064297  0.9443782  
0.6560365  0.5247019  
0.8614425  0.4419821  
0.4285888  0.3655225  
0.5143021  0.1061674  
0.2676144  0.8004792  
0.5455239  0.4991498  
0.3523957  0.6885982  
0.03715098  0.2078129  
0.5477119  0.3334211  
0.6370849  0.5934987  
0.9607613  0.03969591  
0.1694803  0.1703498  
0.6102637  0.2647223  
0.4325383  0.7132073  
0.2158897  0.1702255  
0.6882208  0.1368553  
0.292878  0.6596533  
0.8990066  0.2217838  
0.9362933  0.8429675  
0.4120693  0.04466906  
0.7887104  0.350482  
0.9459482  0.2093228  
0.1503696  0.29983  
0.2374797  0.7626606  
0.7100141  0.7586696  
0.1264614  0.2210357  
0.6402852  0.03025054  
0.2235291  0.220495  
0.6525242  0.9088926  
0.2875637  0.4919046  
0.9299433  0.1888945  
0.6464531  0.5034819  
0.05598482  0.7946966  
0.8764691  0.9676879  
0.03019748  0.7058532  
0.04887974  0.1609923  
0.05492991  0.9886092  
0.8702907  0.5350972  
0.6626285  0.9223468  
0.3052228  0.9035073  
0.4602033  0.02077916  
0.4331499  0.949587  
0.4490294  0.456234  
0.1282847  0.2010268  
0.7044548  0.5297618  
0.2385236  0.5324056  
0.4960254  0.5102482  
0.7784476  0.4412105  
0.322855  0.9335603  
0.06467971  0.8489856  
0.9400928  0.6320752  
0.1354686  0.2804739  
0.4102278  0.8934332  
0.6451518  0.7551082  
0.9766654  0.3383093  
0.8771017  0.312132  
0.5777474  0.4042811  
0.01238126  0.439168  
0.5085443  0.6518778  
0.9821702  0.8133156  
0.01803873  0.5890447  
0.380431  0.04654761  
0.5711271  0.6406398  
0.3500557  0.8663884  
0.1764944  0.09573974  
0.8759898  0.02951141  
0.7360821  0.7863159  
0.8089079  0.3502528  
0.2665539  0.6966767  
0.9609998  0.4061791  
0.4045326  0.9592029  
0.2235738  0.8857395  
0.8632525  0.7440799  
0.9415155  0.7993568  
0.8798612  0.831137  
0.7096525  0.8719798  
0.8020171  0.1772845  
0.2933657  0.9444891  
0.7619852  0.07839259  
0.05368338  0.01583822  
0.3266302  0.4266262  
0.3396284  0.7369444  
0.9058637  0.6562839  
0.9129707  0.7220525  
0.2704694  0.5433227  
0.4631902  0.2750394  
0.7010863  0.5591846  
