7  7  7  7  7  7  7  7  7  7  7  7  7  7  7  7  7  7  7  7  
28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  
20  20  20  20  20  20  20  20  20  20  20  20  20  20  20  20  20  20  20  20  
44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  
87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  
70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  
8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  
40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  
44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  
25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  
70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  
39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  
9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  
51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  
42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  
5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  
24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  
32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  
10  10  10  10  10  10  10  10  10  10  10  10  10  10  10  10  10  10  10  10  
14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  
1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  
18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  
22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  
11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  
78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  
65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  
70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  
87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  
97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  
12  12  12  12  12  12  12  12  12  12  12  12  12  12  12  12  12  12  12  12  
75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  
81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  
13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  
40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  
89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  
13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  
48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  
89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  
23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  
84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  
29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  
14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  
12  12  12  12  12  12  12  12  12  12  12  12  12  12  12  12  12  12  12  12  
22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  
93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  
28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  
48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  
15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  
33  33  33  33  33  33  33  33  33  33  33  33  33  33  33  33  33  33  33  33  
45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  
21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  
31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  
17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  
16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  
73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  
87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  
83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  
90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  
48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  
17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  
64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  
94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  94  
96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  
60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  
51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  
18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  
93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  
34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  
9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  
19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  
59  59  59  59  59  59  59  59  59  59  59  59  59  59  59  59  59  59  59  59  
26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  
14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  
58  58  58  58  58  58  58  58  58  58  58  58  58  58  58  58  58  58  58  58  
29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  
20  20  20  20  20  20  20  20  20  20  20  20  20  20  20  20  20  20  20  20  
24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  
42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  
48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  
76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  76  
39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  
21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  
24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  
53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  
92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  
86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  
40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  
22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  22  
97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  
83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  
90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  
35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  
43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  
23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  
78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  
21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  
70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  70  
24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  
28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  
37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  
61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  
46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  
67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  
25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  
86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  
71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  
51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  
44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  
49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  
26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  
60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  
56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  
49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  
50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  
91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  
27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  
6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  6  
19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  
23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  
51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  
53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  
28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  
15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  
83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  83  
1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  
65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  
29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  
44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  
77  77  77  77  77  77  77  77  77  77  77  77  77  77  77  77  77  77  77  77  
90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  
66  66  66  66  66  66  66  66  66  66  66  66  66  66  66  66  66  66  66  66  
18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  
30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  
16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  
34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  
75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  
31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  
35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  
31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  
99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  
46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  
18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  
75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  
15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  
32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  
40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  
8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  8  
50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  
92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  
23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  
33  33  33  33  33  33  33  33  33  33  33  33  33  33  33  33  33  33  33  33  
9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  9  
79  79  79  79  79  79  79  79  79  79  79  79  79  79  79  79  79  79  79  79  
67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  
31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  31  
39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  
34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  
95  95  95  95  95  95  95  95  95  95  95  95  95  95  95  95  95  95  95  95  
37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  
93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  
11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  
13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  
35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  
15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  
14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  
1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  
67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  67  
36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  
73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  
16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  16  
84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  
4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  
41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  
37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  
91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  
30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  
72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  
35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  
49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  
38  38  38  38  38  38  38  38  38  38  38  38  38  38  38  38  38  38  38  38  
41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  
28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  
85  85  85  85  85  85  85  85  85  85  85  85  85  85  85  85  85  85  85  85  
64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  64  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  
53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  
84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  84  
57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  
88  88  88  88  88  88  88  88  88  88  88  88  88  88  88  88  88  88  88  88  
99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  
40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  
86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  
50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  
80  80  80  80  80  80  80  80  80  80  80  80  80  80  80  80  80  80  80  80  
29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  29  
93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  
41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  
1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  
78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  
35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  35  
90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  90  
42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  42  
39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  39  
36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  
72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  
56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  
71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  
43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  
73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  
26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  26  
40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  40  
14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  
57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  
44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  44  
37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  
62  62  62  62  62  62  62  62  62  62  62  62  62  62  62  62  62  62  62  62  
5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  5  
3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  
34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  34  
45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  45  
99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  99  
77  77  77  77  77  77  77  77  77  77  77  77  77  77  77  77  77  77  77  77  
57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  57  
71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  
24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  
46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  46  
30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  
36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  
92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  
27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  
62  62  62  62  62  62  62  62  62  62  62  62  62  62  62  62  62  62  62  62  
47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  47  
19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  
28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  28  
41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  41  
60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  60  
65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  65  
48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  48  
27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  
78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  
30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  30  
11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  11  
93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  
49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  
80  80  80  80  80  80  80  80  80  80  80  80  80  80  80  80  80  80  80  80  
43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  43  
74  74  74  74  74  74  74  74  74  74  74  74  74  74  74  74  74  74  74  74  
25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  
32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  32  
50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50  
3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  3  
53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  
86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  86  
89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  89  
23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  23  
51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  51  
36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  36  
14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  
13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  13  
81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  81  
82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  82  
52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  52  
97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  97  
96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  
72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  72  
53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  
56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  
53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  53  
71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  71  
91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  91  
49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  49  
73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  73  
19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  
54  54  54  54  54  54  54  54  54  54  54  54  54  54  54  54  54  54  54  54  
98  98  98  98  98  98  98  98  98  98  98  98  98  98  98  98  98  98  98  98  
93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  93  
75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  
1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  
2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  2  
55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  55  
37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  37  
14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  14  
27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  27  
54  54  54  54  54  54  54  54  54  54  54  54  54  54  54  54  54  54  54  54  
69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  
56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  56  
92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  92  
78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  78  
